,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
5144,20-07-2021,Women's Apparel,Northeast,Sports Direct,Online,Maryland,54,55,10
5145,21-08-2021,Women's Apparel,Northeast,Sports Direct,Online,Maryland,53,43,8
5146,15-06-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,54,55,10
5147,13-03-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,39,21,5
5148,13-05-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,55,48,9
5149,13-07-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,55,70,13
5150,15-02-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,38,29,8
5151,14-04-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,39,32,8
5152,13-09-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,57,36,6
5153,14-08-2021,Women's Apparel,Northeast,Sports Direct,Online,Massachusetts,58,53,9
5154,07-01-2021,Women's Apparel,Northeast,Sports Direct,Online,New Jersey,37,30,8
5155,07-11-2021,Women's Apparel,Northeast,Sports Direct,Online,New Jersey,59,54,9
5156,08-10-2021,Women's Apparel,Northeast,Sports Direct,Online,New Jersey,62,42,7
5157,06-12-2021,Women's Apparel,Northeast,Sports Direct,Online,New Jersey,59,60,10
5158,17-01-2021,Women's Apparel,Northeast,Sports Direct,Online,Rhode Island,38,27,7
5159,08-10-2021,Women's Apparel,Northeast,Sports Direct,Online,Rhode Island,64,37,6
5160,07-11-2021,Women's Apparel,Northeast,Sports Direct,Online,Rhode Island,60,46,8
5161,06-12-2021,Women's Apparel,Northeast,Sports Direct,Online,Rhode Island,60,51,9
5162,05-10-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,50,19,4
5163,04-08-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,41,28,7
5164,03-05-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,44,28,6
5165,03-03-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,32,10,3
5166,05-06-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,42,34,8
5167,05-02-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,32,11,3
5168,03-07-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,42,34,8
5169,04-04-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,32,12,4
5170,03-09-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Connecticut,41,19,5
5171,20-09-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Maryland,36,9,3
5172,21-08-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Maryland,37,16,4
5173,20-07-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Maryland,36,16,5
5174,15-06-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,41,27,7
5175,13-03-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,34,30,9
5176,14-08-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,42,21,5
5177,13-07-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,44,25,6
5178,15-02-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,32,22,7
5179,15-10-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,54,15,3
5180,14-04-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,32,11,4
5181,13-05-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,44,21,5
5182,13-09-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Massachusetts,42,15,4
5183,07-01-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,New Jersey,33,14,4
5184,06-12-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,New Jersey,47,39,8
5185,07-11-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,New Jersey,49,32,7
5186,17-01-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Rhode Island,34,9,3
5187,06-12-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Rhode Island,48,31,7
5188,07-11-2021,Women's Athletic Footwear,Northeast,Sports Direct,Online,Rhode Island,48,28,6
5189,03-05-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,43,32,7
5190,04-08-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,41,35,9
5191,04-04-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,29,16,6
5192,05-10-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,53,26,5
5193,03-09-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,41,25,6
5194,03-07-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,44,36,8
5195,03-03-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,29,20,7
5196,05-06-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Connecticut,42,37,9
5197,22-10-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Maryland,49,12,3
5198,20-07-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Maryland,37,22,6
5199,20-09-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Maryland,38,14,4
5200,21-08-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Maryland,39,23,6
5201,14-04-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,29,12,4
5202,14-08-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,42,29,7
5203,15-10-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,53,18,3
5204,15-06-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,42,29,7
5205,13-09-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,41,16,4
5206,13-07-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,41,32,8
5207,13-03-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,28,14,5
5208,13-05-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Massachusetts,41,23,6
5209,07-01-2021,Women's Street Footwear,Northeast,Sports Direct,Online,New Jersey,28,25,9
5210,05-02-2021,Women's Street Footwear,Northeast,Sports Direct,Online,New Jersey,29,19,7
5211,06-12-2021,Women's Street Footwear,Northeast,Sports Direct,Online,New Jersey,49,45,9
5212,07-11-2021,Women's Street Footwear,Northeast,Sports Direct,Online,New Jersey,48,33,7
5213,17-01-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Rhode Island,27,20,7
5214,15-02-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Rhode Island,29,17,6
5215,06-12-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Rhode Island,47,35,7
5216,07-11-2021,Women's Street Footwear,Northeast,Sports Direct,Online,Rhode Island,48,31,6
5217,23-04-2020,Men's Apparel,Northeast,Walmart,Online,New York,58,146,25
5218,25-04-2020,Men's Apparel,Northeast,Walmart,Online,New York,64,151,24
5219,01-05-2020,Men's Apparel,Northeast,Walmart,Online,New York,64,163,25
5220,07-05-2020,Men's Apparel,Northeast,Walmart,Online,New York,60,157,26
5221,17-04-2020,Men's Apparel,Northeast,Walmart,Online,New York,54,146,27
5222,04-05-2020,Men's Athletic Footwear,Northeast,Walmart,Online,New York,51,153,30
5223,28-04-2020,Men's Athletic Footwear,Northeast,Walmart,Online,New York,53,145,27
5224,20-04-2020,Men's Athletic Footwear,Northeast,Walmart,Online,New York,50,135,27
5225,27-04-2020,Men's Street Footwear,Northeast,Walmart,Online,New York,60,179,30
5226,19-04-2020,Men's Street Footwear,Northeast,Walmart,Online,New York,56,202,36
5227,03-05-2020,Men's Street Footwear,Northeast,Walmart,Online,New York,62,193,31
5228,18-07-2020,Women's Apparel,Northeast,Walmart,Online,New York,68,197,29
5229,18-04-2020,Women's Apparel,Northeast,Walmart,Online,New York,62,180,29
5230,02-05-2020,Women's Apparel,Northeast,Walmart,Online,New York,66,174,26
5231,26-04-2020,Women's Apparel,Northeast,Walmart,Online,New York,68,197,29
5232,24-04-2020,Women's Apparel,Northeast,Walmart,Online,New York,59,165,28
5233,22-04-2020,Women's Athletic Footwear,Northeast,Walmart,Online,New York,47,118,25
5234,06-05-2020,Women's Athletic Footwear,Northeast,Walmart,Online,New York,54,122,23
5235,30-04-2020,Women's Athletic Footwear,Northeast,Walmart,Online,New York,50,126,25
5236,21-04-2020,Women's Street Footwear,Northeast,Walmart,Online,New York,47,126,27
5237,05-05-2020,Women's Street Footwear,Northeast,Walmart,Online,New York,54,154,29
5238,29-04-2020,Women's Street Footwear,Northeast,Walmart,Online,New York,52,134,26
5239,20-05-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,49,18,4
5240,20-03-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,43,9,2
5241,21-04-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,41,6,2
5242,22-02-2021,Men's Apparel,Northeast,West Gear,Online,Maryland,41,13,3
5243,09-11-2021,Men's Apparel,Northeast,West Gear,Online,New York,62,95,15
5244,10-02-2021,Men's Apparel,Northeast,West Gear,Online,New York,50,77,15
5245,08-07-2021,Men's Apparel,Northeast,West Gear,Online,New York,62,104,17
5246,09-04-2021,Men's Apparel,Northeast,West Gear,Online,New York,50,62,12
5247,10-10-2021,Men's Apparel,Northeast,West Gear,Online,New York,59,89,15
5248,08-09-2021,Men's Apparel,Northeast,West Gear,Online,New York,51,67,13
5249,09-08-2021,Men's Apparel,Northeast,West Gear,Online,New York,52,77,15
5250,08-03-2021,Men's Apparel,Northeast,West Gear,Online,New York,51,68,13
5251,08-05-2021,Men's Apparel,Northeast,West Gear,Online,New York,56,77,14
5252,10-06-2021,Men's Apparel,Northeast,West Gear,Online,New York,62,93,15
5253,16-03-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,37,22,6
5254,18-09-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,32,20,6
5255,17-02-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,48,31,7
5256,18-05-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,42,29,7
5257,17-08-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,49,33,7
5258,16-07-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,54,47,9
5259,17-10-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,41,22,5
5260,17-06-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,41,30,7
5261,17-04-2021,Men's Apparel,Northeast,West Gear,Online,West Virginia,60,34,6
5262,20-05-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,42,20,5
5263,21-04-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,32,10,3
5264,20-03-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,34,13,4
5265,22-06-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Maryland,41,31,8
5266,09-04-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,43,63,15
5267,08-09-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,48,78,16
5268,09-08-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,55,116,21
5269,08-07-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,56,110,20
5270,08-03-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,44,73,17
5271,10-10-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,46,72,16
5272,08-05-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,53,85,16
5273,10-06-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,54,95,18
5274,09-11-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,49,79,16
5275,08-12-2021,Men's Athletic Footwear,Northeast,West Gear,Online,New York,51,86,17
5276,11-11-2021,Men's Athletic Footwear,Northeast,West Gear,Online,Vermont,55,45,8
5277,22-02-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,34,13,4
5278,17-06-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,37,44,12
5279,18-05-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,37,32,9
5280,17-10-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,32,26,8
5281,18-09-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,29,26,9
5282,16-07-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,50,58,12
5283,16-03-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,27,19,7
5284,17-04-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,28,21,8
5285,17-08-2021,Men's Athletic Footwear,Northeast,West Gear,Online,West Virginia,42,38,9
5286,22-06-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,47,59,13
5287,21-04-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,33,42,13
5288,20-05-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,49,58,12
5289,20-03-2021,Men's Street Footwear,Northeast,West Gear,Online,Maryland,32,40,13
5290,09-11-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,56,122,22
5291,08-07-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,59,146,25
5292,09-04-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,42,104,25
5293,10-06-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,59,155,26
5294,09-08-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,62,155,25
5295,10-10-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,57,119,21
5296,08-12-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,59,145,25
5297,08-03-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,44,111,25
5298,08-09-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,50,119,24
5299,08-05-2021,Men's Street Footwear,Northeast,West Gear,Online,New York,50,131,26
5300,11-11-2021,Men's Street Footwear,Northeast,West Gear,Online,Vermont,64,81,13
5301,17-04-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,27,39,14
5302,16-03-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,28,46,17
5303,18-09-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,34,52,15
5304,17-06-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,43,65,15
5305,17-08-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,46,60,13
5306,16-07-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,55,100,18
5307,18-05-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,58,104,18
5308,17-10-2021,Men's Street Footwear,Northeast,West Gear,Online,West Virginia,41,47,12
5309,20-05-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,52,33,6
5310,22-02-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,34,21,6
5311,21-04-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,32,17,5
5312,20-03-2021,Women's Apparel,Northeast,West Gear,Online,Maryland,33,16,5
5313,08-03-2021,Women's Apparel,Northeast,West Gear,Online,New York,43,69,16
5314,09-08-2021,Women's Apparel,Northeast,West Gear,Online,New York,55,120,22
5315,08-09-2021,Women's Apparel,Northeast,West Gear,Online,New York,59,92,16
5316,10-10-2021,Women's Apparel,Northeast,West Gear,Online,New York,64,100,16
5317,10-06-2021,Women's Apparel,Northeast,West Gear,Online,New York,69,125,18
5318,08-05-2021,Women's Apparel,Northeast,West Gear,Online,New York,59,100,17
5319,10-02-2021,Women's Apparel,Northeast,West Gear,Online,New York,42,76,18
5320,09-11-2021,Women's Apparel,Northeast,West Gear,Online,New York,68,120,18
5321,09-04-2021,Women's Apparel,Northeast,West Gear,Online,New York,41,64,16
5322,08-07-2021,Women's Apparel,Northeast,West Gear,Online,New York,66,128,19
5323,12-10-2021,Women's Apparel,Northeast,West Gear,Online,Vermont,71,58,8
5324,18-09-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,36,27,8
5325,17-04-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,47,44,9
5326,17-06-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,59,68,12
5327,17-02-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,24,25,11
5328,16-03-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,29,23,8
5329,17-08-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,54,62,12
5330,16-07-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,63,84,13
5331,18-05-2021,Women's Apparel,Northeast,West Gear,Online,West Virginia,52,49,10
5332,20-03-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,29,2,1
5333,21-04-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,27,4,1
5334,20-05-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,37,11,3
5335,22-02-2021,Women's Athletic Footwear,Northeast,West Gear,Online,Maryland,28,4,1
5336,09-08-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,41,62,15
5337,08-05-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,47,61,13
5338,09-11-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,47,68,14
5339,09-04-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,37,50,14
5340,08-03-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,39,41,11
5341,08-09-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,44,60,14
5342,10-10-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,45,61,14
5343,10-06-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,49,71,14
5344,10-02-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,37,49,13
5345,08-07-2021,Women's Athletic Footwear,Northeast,West Gear,Online,New York,53,80,15
5346,18-09-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,23,14,6
5347,17-08-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,36,26,7
5348,16-07-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,48,37,8
5349,17-04-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,25,12,5
5350,17-06-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,33,23,7
5351,16-03-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,23,11,5
5352,17-10-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,32,15,5
5353,17-02-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,34,17,5
5354,18-05-2021,Women's Athletic Footwear,Northeast,West Gear,Online,West Virginia,33,17,5
5355,20-05-2021,Women's Street Footwear,Northeast,West Gear,Online,Maryland,36,14,4
5356,21-04-2021,Women's Street Footwear,Northeast,West Gear,Online,Maryland,24,8,3
5357,20-03-2021,Women's Street Footwear,Northeast,West Gear,Online,Maryland,24,13,5
5358,08-09-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,41,57,14
5359,08-07-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,51,86,17
5360,08-03-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,33,53,16
5361,09-04-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,34,52,15
5362,09-11-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,45,66,15
5363,08-05-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,49,78,16
5364,09-08-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,51,96,19
5365,10-06-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,48,72,15
5366,10-10-2021,Women's Street Footwear,Northeast,West Gear,Online,New York,46,63,14
5367,11-11-2021,Women's Street Footwear,Northeast,West Gear,Online,Vermont,57,55,10
5368,22-02-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,24,11,5
5369,17-08-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,38,33,9
5370,17-10-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,33,15,4
5371,16-07-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,49,48,10
5372,16-12-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,50,56,11
5373,17-04-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,19,13,7
5374,16-03-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,19,17,9
5375,18-09-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,24,16,7
5376,17-06-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,33,27,8
5377,18-05-2021,Women's Street Footwear,Northeast,West Gear,Online,West Virginia,32,25,8
5378,13-10-2021,Men's Athletic Footwear,South,Amazon,Online,Alabama,38,29,8
5379,12-10-2021,Men's Street Footwear,South,Amazon,Online,Alabama,38,44,12
5380,15-10-2021,Women's Athletic Footwear,South,Amazon,Online,Alabama,34,10,3
5381,14-10-2021,Women's Street Footwear,South,Amazon,Online,Alabama,28,18,6
5382,16-03-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,35,1138,33
5383,17-04-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,40,1300,33
5384,18-02-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,40,1600,40
5385,16-05-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,45,1800,40
5386,18-06-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,60,2700,45
5387,18-06-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,57,77,14
5388,16-03-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,32,26,8
5389,18-02-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,39,42,11
5390,16-05-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,41,48,12
5391,17-04-2021,Men's Apparel,South,Foot Locker,Online,Mississippi,38,31,8
5392,17-04-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,938,38
5393,16-03-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,1000,40
5394,16-05-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,40,1800,45
5395,18-06-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,40,2000,50
5396,16-05-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,37,48,13
5397,16-03-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,24,24,10
5398,18-06-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,37,46,13
5399,17-04-2021,Men's Athletic Footwear,South,Foot Locker,Online,Mississippi,23,25,11
5400,22-05-2021,Men's Athletic Footwear,South,Foot Locker,Online,Tennessee,32,18,6
5401,23-10-2021,Men's Athletic Footwear,South,Foot Locker,Online,Texas,41,28,7
5402,17-04-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,25,1688,68
5403,16-03-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,25,1800,72
5404,16-05-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,40,2980,75
5405,18-06-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,45,3375,75
5406,16-07-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,60,5100,85
5407,16-07-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,58,128,22
5408,18-06-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,44,92,21
5409,17-04-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,23,39,17
5410,16-03-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,23,43,19
5411,16-05-2021,Men's Street Footwear,South,Foot Locker,Online,Mississippi,39,76,19
5412,21-05-2021,Men's Street Footwear,South,Foot Locker,Online,Tennessee,32,38,12
5413,22-10-2021,Men's Street Footwear,South,Foot Locker,Online,Texas,44,49,11
5414,16-03-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,25,1063,43
5415,18-02-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,25,1250,50
5416,17-04-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,30,1425,48
5417,16-05-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,50,2500,50
5418,18-06-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,65,4063,63
5419,18-02-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,24,30,13
5420,17-04-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,28,35,12
5421,16-03-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,24,30,12
5422,18-06-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,60,113,19
5423,16-05-2021,Women's Apparel,South,Foot Locker,Online,Mississippi,47,66,14
5424,16-03-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,20,550,28
5425,17-04-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,20,600,30
5426,18-02-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,813,33
5427,16-05-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,35,1313,38
5428,18-06-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,45,2025,45
5429,18-02-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,23,9
5430,18-06-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,43,50,12
5431,16-05-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,33,33,10
5432,17-04-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,19,14,8
5433,16-03-2021,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,19,15,8
5434,24-05-2021,Women's Athletic Footwear,South,Foot Locker,Online,Tennessee,27,5,2
5435,25-10-2021,Women's Athletic Footwear,South,Foot Locker,Online,Texas,38,7,2
5436,17-04-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,15,563,38
5437,16-03-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,15,638,43
5438,16-05-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,35,1488,43
5439,18-06-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,45,2138,48
5440,16-03-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,14,18,13
5441,16-05-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,33,39,12
5442,17-04-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,14,14,10
5443,18-06-2021,Women's Street Footwear,South,Foot Locker,Online,Mississippi,41,59,14
5444,23-05-2021,Women's Street Footwear,South,Foot Locker,Online,Tennessee,24,16,7
5445,24-10-2021,Women's Street Footwear,South,Foot Locker,Online,Texas,33,18,6
5446,16-12-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,70,3325,48
5447,17-11-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,75,3188,43
5448,17-11-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,71,87,12
5449,16-12-2021,Men's Apparel,South,Sports Direct,Online,Mississippi,65,81,12
5450,17-11-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,20,900,45
5451,16-12-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,3450,58
5452,17-11-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,18,21,12
5453,16-12-2021,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,58,90,16
5454,17-11-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,30,1875,63
5455,16-12-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,70,5425,78
5456,16-12-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,68,132,19
